Year,Number,Street,Address-formula,ADDRESS,City,State
2014,1676,McCullough Drive,1676 McCullough Drive,1676 McCullough Drive,Lexington,KY
2014,764,Maple Ave.,764 Maple Ave.,764 Maple Ave.,Lexington,KY
2014,120,Glenn Place,120 Glenn Place,120 Glenn Place,Lexington,KY
2014,1699,Bryan Station Road,1699 Bryan Station Road,1699 Bryan Station Road,Lexington,KY
2014,1812,Millbank Road,1812 Millbank Road,1812 Millbank Road,Lexington,KY
2014,1909,Millbank Road,1909 Millbank Road,1909 Millbank Road,Lexington,KY
2014,1692,McCullough Drive,1692 McCullough Drive,1692 McCullough Drive,Lexington,KY
2014,1933,Millbank Road,1933 Millbank Road,1933 Millbank Road,Lexington,KY
2014,1741,Elverton Road,1741 Elverton Road,1741 Elverton Road,Lexington,KY
2014,1792,Millbank Road,1792 Millbank Road,1792 Millbank Road,Lexington,KY
2014,784,Burgess Avenue,784 Burgess Avenue,784 Burgess Avenue,Lexington,KY
2015,1680,Millbank Road,1680 Millbank Road,1680 Millbank Road,Lexington,KY
2015,1757,Millbank Road,1757 Millbank Road,1757 Millbank Road,Lexington,KY
2015,1737,Millbank Road,1737 Millbank Road,1737 Millbank Road,Lexington,KY
2015,600,Lisa Court,600 Lisa Court,600 Lisa Court,Lexington,KY
2015,2081,Polk Lane,2081 Polk Lane,2081 Polk Lane,Lexington,KY
2015,1956,Millbank Road,1956 Millbank Road,1956 Millbank Road,Lexington,KY
2015,1800,Millbank Road,1800 Millbank Road,1800 Millbank Road,Lexington,KY
2015,1740,Elverton Road,1740 Elverton Road,1740 Elverton Road,Lexington,KY
2015,789,Burgess Avenue,789 Burgess Avenue,789 Burgess Avenue,Lexington,KY
2015,809,Burgess Avenue,809 Burgess Avenue,809 Burgess Avenue,Lexington,KY
